CLNT_ID,LABEL
153000,F
219727,F
32605,F
262090,F
55484,F
214692,F
201400,F
2853,F
101468,F
43245,F
68455,F
145088,F
180612,F
228750,F
7064,F
205353,F
157012,F
111436,F
69054,F
190644,F
228107,F
240762,F
183435,F
111680,F
205200,F
145908,F
68696,F
208461,F
36271,F
27135,F
123542,F
136377,F
162863,F
237297,F
198876,F
133929,F
141175,F
199438,F
1271,F
34027,F
64477,F
219533,F
111781,F
161793,F
256670,F
20441,F
244913,F
257612,F
53043,F
237530,F
103948,F
197303,F
22523,F
103938,F
46650,F
155591,F
127027,F
102565,F
8755,F
226414,F
173820,F
7537,F
240032,F
222361,F
56573,F
25516,F
217645,F
239112,F
213095,F
118080,F
14153,F
250058,F
45827,F
137192,F
45713,F
65309,F
19729,F
260717,F
132291,F
226300,F
40661,F
207019,F
196916,F
251517,F
174241,F
178208,F
19831,F
197502,F
146064,F
256309,F
206479,F
255517,F
96202,F
170488,F
178144,F
102101,F
149442,F
30967,F
53219,F
58228,F
206886,F
258982,F
256604,F
159873,F
257558,F
112840,F
85244,F
124389,F
7727,F
81155,F
142969,F
56107,F
140163,F
65286,F
87848,F
79881,F
22928,F
223227,F
239139,F
245414,F
214455,F
245285,F
123166,F
71594,F
36104,F
76801,F
188456,F
202712,F
240484,F
40338,F
101840,F
171421,F
181562,F
23334,F
190947,F
187879,F
67381,F
155100,F
249805,F
186099,F
159924,F
257253,F
122007,F
203327,F
142014,F
49742,F
196215,F
256818,F
129952,F
55408,F
198603,F
144317,F
165218,F
116649,F
36037,F
7417,F
228606,F
94895,F
58677,F
221442,F
242025,F
228264,F
108140,F
132872,F
5793,F
156263,F
251621,F
132770,F
94557,F
60617,F
187001,F
104819,F
230413,F
76631,F
61531,F
454,F
184313,F
132079,F
3095,F
168070,F
108751,F
229619,F
144760,F
162971,F
108278,F
88973,F
99528,F
174834,F
179732,F
134975,F
211374,F
108235,F
251536,F
3506,F
120778,F
176628,F
181348,F
145270,F
39851,F
197512,F
29114,F
259406,F
262785,F
140109,F
198536,F
238135,F
7298,F
128322,F
125616,F
43539,F
9334,F
58545,F
42633,F
23375,F
222507,F
127132,F
137445,F
224707,F
235984,F
101505,F
113320,F
211220,F
216247,F
32385,F
25085,F
212851,F
149451,F
145911,F
96850,F
192663,F
90596,F
149776,F
249052,F
232508,F
170878,F
127345,F
225939,F
150511,F
90286,F
87747,F
25310,F
40630,F
114022,F
160418,F
252485,F
141532,F
179937,F
137962,F
170054,F
176325,F
21505,F
169230,F
140077,F
84477,F
107379,F
84170,F
218841,F
79243,F
96683,F
119486,F
251538,F
256111,F
190638,F
42955,F
213172,F
233460,F
69330,F
89058,F
129302,F
177423,F
38071,F
86792,F
249622,F
112870,F
100281,F
152128,F
216779,F
136091,F
171510,F
203910,F
209258,F
252630,F
115421,F
120573,F
33250,F
184383,F
141741,F
141473,F
122887,F
164952,F
193819,F
66619,F
184534,F
161482,F
69219,F
257256,F
220650,F
62398,F
50431,F
114804,F
131443,F
16136,F
146506,F
46055,F
217878,F
142999,F
83860,F
73291,F
61027,F
72312,F
226455,F
173756,F
180416,F
155380,F
29477,F
162235,F
15530,F
134942,F
109314,F
149838,F
79123,F
97818,F
235883,F
152996,F
46052,F
134317,F
127613,F
197150,F
77534,F
259984,F
201796,F
204742,F
16831,F
163597,F
106846,F
160894,F
110669,F
253311,F
176008,F
2792,F
80270,F
31549,F
115555,F
259436,F
239645,F
262031,F
143794,F
104796,F
241059,F
88306,F
250139,F
209937,F
202444,F
174829,F
219357,F
934,F
15005,F
254644,F
208651,F
6449,F
95764,F
215873,F
189762,F
247173,F
99376,F
70300,F
120258,F
236462,F
224680,F
118617,F
12541,F
108041,F
61733,F
38328,F
165600,F
231695,F
208105,F
97676,F
134109,F
185836,F
107179,F
72820,F
176802,F
69002,F
245683,F
15048,F
37003,F
142414,F
57489,F
202469,F
99347,F
240885,F
183829,F
217875,F
133775,F
54900,F
98691,F
233830,F
141368,F
133932,F
196679,F
155519,F
97230,F
179910,F
44201,F
223885,F
35846,F
207948,F
182423,F
210364,F
21635,F
22068,F
110643,F
156906,F
57597,F
212381,F
51600,F
60582,F
87529,F
106418,F
104354,F
232693,F
219179,F
12254,F
51563,F
218167,F
215533,F
138990,F
235254,F
88404,F
184405,F
185936,F
167515,F
57463,F
160452,F
256322,F
108912,F
214293,F
147107,F
256823,F
120960,F
128530,F
185465,F
57647,F
183025,F
15761,F
80371,F
135331,F
18536,F
90801,F
140148,F
210460,F
63493,F
258761,F
69296,F
96136,F
100398,F
43708,F
142480,F
37180,F
64510,F
116277,F
37403,F
127942,F
188160,F
114870,F
116954,F
197606,F
105941,F
191037,F
151561,F
75456,F
185761,F
31404,F
170332,F
156631,F
118173,F
188228,F
23234,F
249575,F
228532,F
62264,F
150675,F
188090,F
112317,F
206541,F
249821,F
161272,F
95473,F
123391,F
94564,F
186686,F
50731,F
98054,F
149902,F
92420,F
3503,F
155635,F
228638,F
42403,F
231989,F
130255,F
173,F
206050,F
152239,F
121243,F
96894,F
221770,F
79160,F
219519,F
204370,F
208102,F
233401,F
173060,F
182171,F
135080,F
157734,F
53580,F
250305,F
127772,F
36069,F
197232,F
52580,F
190130,F
245409,F
183439,F
166790,F
252204,F
198691,F
153001,F
74638,F
211490,F
43584,F
211567,F
164636,F
120884,F
165318,F
160131,F
243619,F
128589,F
249322,F
4242,F
26882,F
256025,F
192744,F
45110,F
95091,F
153152,F
187509,F
213860,F
6393,F
8512,F
263086,F
140809,F
31963,F
166129,F
255963,F
124564,F
64188,F
152979,F
140614,F
204520,F
35466,F
205350,F
242607,F
252106,F
254278,F
263076,F
57531,F
133484,F
253028,F
162380,F
133963,F
77904,F
198592,F
52003,F
80605,F
133270,F
53738,F
70285,F
252867,F
325,F
224557,F
189776,F
189871,F
237758,F
110188,F
222303,F
76840,F
51237,F
227549,F
76911,F
75932,F
221671,F
256330,F
74695,F
230637,F
311,F
136113,F
129223,F
99154,F
77892,F
200322,F
257230,F
146,F
130607,F
14744,F
101698,F
88498,F
232386,F
153235,F
124902,F
176760,F
40187,F
33172,F
260231,F
94130,F
229022,F
210642,F
29902,F
60787,F
150737,F
186251,F
214128,F
43576,F
2765,F
168449,F
20400,F
141335,F
249196,F
196575,F
260012,F
27351,F
170709,F
77481,F
130231,F
72383,F
64614,F
155500,F
219893,F
84206,F
10120,F
80323,F
83675,F
28139,F
137746,F
87551,F
26758,F
191327,F
202240,F
10813,F
40265,F
31299,F
92137,F
104541,F
48391,F
43494,F
127099,F
253313,F
140432,F
57985,F
88593,F
190967,F
254399,F
165328,F
5350,F
155882,F
67544,F
101295,F
133532,F
201535,F
115368,F
48504,F
130892,F
195557,F
229338,F
143579,F
231308,F
79915,F
192491,F
189286,F
4654,F
131644,F
91990,F
159731,F
139278,F
124288,F
183351,F
73461,F
154696,F
166757,F
76855,F
5426,F
159915,F
177633,F
214103,F
60802,F
84871,F
123282,F
148068,F
120167,F
184934,F
121166,F
78124,F
64376,F
169147,F
104565,F
148115,F
155810,F
136196,F
185267,F
119881,F
69783,F
84960,F
121436,F
87607,F
158504,F
259924,F
114794,F
238893,F
68477,F
256285,F
152193,F
124366,F
210372,F
5976,F
85167,F
15814,F
188891,F
57355,F
198014,F
243136,F
188234,F
49833,F
155218,F
151202,F
207320,F
258782,F
75862,F
201203,F
222343,F
191123,F
120326,F
9117,F
101630,F
154582,F
39969,F
32521,F
86161,F
237173,F
261601,F
52920,F
92266,F
87145,F
155192,F
242007,F
188555,F
70308,F
89162,F
65622,F
197220,F
194766,F
167576,F
244092,F
16612,F
260338,F
41591,F
233476,F
34508,F
195161,F
179228,F
68596,F
29810,F
13970,F
82981,F
143198,F
47120,F
10915,F
70457,F
95586,F
210486,F
103474,F
251366,F
32413,F
77480,F
72439,F
180113,F
61150,F
179265,F
261632,F
91587,F
66173,F
182538,F
178180,F
139840,F
145729,F
16333,F
175575,F
247858,F
33951,F
41001,F
209366,F
217891,F
251828,F
225174,F
212567,F
241835,F
81295,F
20075,F
218116,F
74297,F
189958,F
60283,F
118303,F
108218,F
141434,F
105810,F
17493,F
25548,F
44270,F
27511,F
74171,F
195051,F
127084,F
125059,F
4812,F
164079,F
109202,F
236077,F
40223,F
208413,F
230037,F
134124,F
252443,F
3659,F
90945,F
47473,F
253472,F
247988,F
162271,F
222014,F
120485,F
168220,F
29885,F
201647,F
171951,F
176440,F
165954,F
235054,F
250076,F
21444,F
56697,F
144270,F
166341,F
187338,F
22675,F
225049,F
76621,F
189207,F
129234,F
92385,F
139056,F
56402,F
657,F
183584,F
34901,F
190665,F
42824,F
220020,F
26906,F
97119,F
138373,F
226187,F
121621,F
45864,F
27151,F
126017,F
186103,F
220529,F
32805,F
221866,F
212192,F
133420,F
100776,F
219493,F
206248,F
102735,F
8282,F
30611,F
31453,F
179337,F
72890,F
239841,F
172554,F
133789,F
145777,F
55618,F
16233,F
112964,F
204260,F
55175,F
19249,F
224414,F
55253,F
75605,F
119810,F
120063,F
141955,F
126415,F
66788,F
56761,F
230348,F
81222,F
244129,F
203494,F
12290,F
138282,F
35496,F
49246,F
130980,F
86651,F
255265,F
15923,F
88152,F
24873,F
239420,F
39382,F
222808,F
218196,F
74486,F
254235,F
154914,F
125238,F
203690,F
138749,F
5263,F
162725,F
191100,F
74699,F
18608,F
34669,F
5637,F
118152,F
172838,F
44797,F
34282,F
99599,F
253432,F
127705,F
132342,F
174835,F
101490,F
175412,F
177233,F
60770,F
178628,F
24059,F
167015,F
198723,F
11739,F
259523,F
260414,F
130723,F
224527,F
189249,F
247662,F
128524,F
257095,F
120453,F
236716,F
185607,F
240008,F
120371,F
188468,F
176140,F
103345,F
255362,F
140660,F
31406,F
260817,F
80838,F
20101,F
263083,F
108665,F
82713,F
216812,F
209370,F
162752,F
110567,F
18909,F
20182,F
108489,F
79944,F
255296,F
257639,F
33630,F
30627,F
133025,F
153508,F
150364,F
183292,F
165610,F
206786,F
55654,F
140081,F
147314,F
144502,F
228111,F
43749,F
17178,F
2210,F
46068,F
30982,F
235307,F
256542,F
121637,F
168,F
94755,F
51090,F
196191,F
219254,F
44025,F
199873,F
27261,F
37999,F
137987,F
103933,F
237394,F
50373,F
150188,F
149472,F
227510,F
82671,F
118492,F
41629,F
116402,F
91840,F
233560,F
166987,F
41953,F
15919,F
156012,F
54332,F
125147,F
172322,F
76371,F
10295,F
143800,F
226892,F
114880,F
182960,F
198573,F
202506,F
205589,F
100487,F
174156,F
196717,F
21934,F
57911,F
178168,F
35238,F
23667,F
168828,F
204053,F
210533,F
91692,F
13572,F
132154,F
21823,F
177035,F
104392,F
151617,F
149768,F
204870,F
4277,F
194981,F
12920,F
211745,F
225318,F
175178,F
155004,F
236388,F
251171,F
123753,F
224173,F
74067,F
210799,F
76476,F
41910,F
230290,F
76885,F
119722,F
50110,F
78991,F
187474,F
253724,F
245766,F
29968,F
26993,F
4816,F
153824,F
258258,F
142962,F
125603,F
258816,F
168096,F
203464,F
78202,F
558,F
169729,F
22521,F
114170,F
12650,F
18436,F
202002,F
210391,F
47597,F
151855,F
145712,F
259625,F
45795,F
175120,F
260018,F
34620,F
54585,F
90237,F
11147,F
10018,F
259839,F
42644,F
14332,F
262752,F
186272,F
254428,F
246547,F
102441,F
214432,F
117663,F
257152,F
230768,F
150592,F
223988,F
180681,F
74154,F
37215,F
141181,F
203722,F
174716,F
88394,F
220163,F
117202,F
104060,F
27681,F
255614,F
197321,F
58318,F
155643,F
11940,F
62400,F
34149,F
54265,F
117528,F
249963,F
124111,F
126165,F
168688,F
119063,F
21612,F
151190,F
178398,F
33354,F
34594,F
172852,F
197147,F
35336,F
58044,F
252710,F
216041,F
87329,F
89313,F
116445,F
49764,F
130227,F
223051,F
114366,F
156810,F
197904,F
226237,F
92709,F
79340,F
118881,F
122774,F
258545,F
82082,F
65321,F
